timestamp,token_volume,transaction_count,unique_wallets,new_wallets,sniper_tx_count,wash_tx_count,avg_tx_size
2025-01-23 18:00:00,664234095.0144646,15304,2222,726,0.0,12732.0,66872.935939176
2025-01-23 19:00:00,552895717.0370551,13997,2306,709,0.0,11254.0,74314.7112571203
2025-01-23 20:00:00,655362398.7098248,15729,2309,695,0.0,12979.0,69356.19290217978
2025-01-23 21:00:00,776712707.4637024,16656,2387,756,0.0,13660.0,77398.67624306002
2025-01-23 22:00:00,604040752.84,14054,1907,587,0.0,11679.0,59365.18600695612
2025-01-23 23:00:00,946803153.4506876,14859,1930,571,0.0,12576.0,83775.49450816809
2025-01-24 00:00:00,526020597.05882096,19262,1881,505,0.0,16984.0,51513.23469316262
2025-01-24 01:00:00,484337137.68585646,14933,1841,516,0.0,12716.0,44112.85098441674
2025-01-24 02:00:00,388339123.2113698,15750,1920,526,0.0,13555.0,77548.380628209
2025-01-24 03:00:00,304973231.9291132,21312,1835,469,0.0,18927.0,20784.934596132083
2025-01-24 04:00:00,507592225.7301596,22372,1513,425,0.0,20515.0,34782.640193269544
2025-01-24 05:00:00,239314365.37089744,21299,1423,407,0.0,19595.0,18441.01710294356
2025-01-24 06:00:00,555229862.8999354,22022,1362,407,0.0,20468.0,39359.052115397375
2025-01-24 07:00:00,573562524.5533422,23378,1378,383,0.0,21744.0,37589.63858239949
2025-01-24 08:00:00,374852649.77434856,13935,1366,490,0.0,12377.0,41408.88479459615
2025-01-24 09:00:00,361522600.7075733,10421,1278,398,0.0,8942.0,48405.390864098765
2025-01-24 10:00:00,639214991.366429,14484,1406,440,0.0,12758.0,73968.91482425701
2025-01-24 11:00:00,64873359.48825866,12149,1339,450,0.0,10602.0,32923.10434230386
2025-01-24 12:00:00,368289066.37197375,12008,1417,568,0.0,10330.0,53433.31239710606
2025-01-24 13:00:00,408116282.8534209,13298,1558,528,0.0,11404.0,61218.83689786267
2025-01-24 14:00:00,371930023.2758119,10922,1523,457,0.0,9136.0,54041.92187157182
2025-01-24 15:00:00,426118249.8428523,12701,1649,555,0.0,10669.0,53620.98283520837
2025-01-24 16:00:00,335350194.5159625,12699,1491,514,0.0,10921.0,44341.227781411464
2025-01-24 17:00:00,394860480.87848765,10451,1548,536,0.0,8680.0,59879.35455486728
2025-01-24 18:00:00,383369982.4136341,11441,1424,499,0.0,9799.0,50097.98289674765
2025-01-24 19:00:00,295774542.5425625,11705,1348,433,0.0,10146.0,51564.17743332498
2025-01-24 20:00:00,289462586.99403256,12737,1533,466,0.0,10931.0,50227.39469071271
2025-01-24 21:00:00,543121671.1993421,11596,1422,455,0.0,10019.0,69345.72573227121
2025-01-24 22:00:00,482466040.58566034,12339,1512,481,0.0,10654.0,70370.13600128703
2025-01-24 23:00:00,237911230.68572202,11516,1458,518,0.0,9764.0,32089.24262951464
2025-01-25 00:00:00,546681716.965213,15659,1503,421,0.0,13869.0,47920.69196547864
2025-01-25 01:00:00,397764490.2295656,13137,1306,394,0.0,11653.0,43554.988977111105
2025-01-25 02:00:00,906453511.7581242,11687,1217,473,0.0,10176.0,97231.61734052874
2025-01-25 03:00:00,276429401.7722078,10611,1088,371,0.0,9298.0,36059.71545743888
2025-01-25 04:00:00,311525909.91031027,9540,1112,337,0.0,8308.0,44582.63720682831
2025-01-25 05:00:00,199492642.6398017,8632,1096,342,0.0,7440.0,40095.585436752415
2025-01-25 06:00:00,369715627.9901027,10859,973,290,0.0,9807.0,46416.38608715549
2025-01-25 07:00:00,370121309.36493677,13218,1168,333,0.0,11846.0,50903.6049882781
2025-01-25 08:00:00,250918300.55096415,13916,1112,352,0.0,12581.0,33852.18556872511
2025-01-25 09:00:00,481864322.3645833,15401,1070,362,0.0,14042.0,55044.805150955275
2025-01-25 10:00:00,203477335.7013077,15317,1075,300,0.0,13942.0,26977.533128834428
2025-01-25 11:00:00,192432888.6770596,13256,1089,373,0.0,11999.0,21257.375577444633
2025-01-25 12:00:00,259140902.22692898,10548,945,300,0.0,9288.0,33976.69801085399
2025-01-25 13:00:00,532801201.10724765,16376,1080,282,0.0,15010.0,61306.32205673154
2025-01-25 14:00:00,319422997.26431215,11994,1046,329,0.0,10783.0,32047.331452960174
2025-01-25 15:00:00,372072808.30964565,12287,1167,342,0.0,10841.0,54199.530446764584
2025-01-25 16:00:00,373278255.67969364,10244,1170,375,0.0,8876.0,46086.33364256696
2025-01-25 17:00:00,173378304.05947283,29280,1675,373,0.0,26815.0,27333.357059343114
